fill	x	y	xmin	xmax	ymin	ymax
#EEEEEE	-2.5	10	-2.625	-2.375	7.5	12.5
#D7D7D7	-2	15	-2.125	-1.875	12.5	17.5
#CFCFCF	-1.75	10	-1.875	-1.625	7.5	12.5
#E4E4E4	-3	5	-3.125	-2.875	2.5	7.5
#FFFFFF	1.5	20	1.375	1.625	17.5	22.5
#FFFFFF	1.5	15	1.375	1.625	12.5	17.5
#DDDDDD	1	15	0.875	1.125	12.5	17.5
#CCCCCC	-1.5	15	-1.625	-1.375	12.5	17.5
#DDDDDD	-2	10	-2.125	-1.875	7.5	12.5
#FFFFFF	-1.75	25	-1.875	-1.625	22.5	27.5
#E4E4E4	-5.5	5	-5.625	-5.375	2.5	7.5
#CCCCCC	2.25	10	2.125	2.375	7.5	12.5
#CFCFCF	2	10	1.875	2.125	7.5	12.5
#EEEEEE	2.5	15	2.375	2.625	12.5	17.5
#EEEEEE	2.5	10	2.375	2.625	7.5	12.5
#EEEEEE	2.25	15	2.125	2.375	12.5	17.5
#FFFFFF	2.75	15	2.625	2.875	12.5	17.5
#FFFFFF	1.75	15	1.625	1.875	12.5	17.5
#FFFFFF	2.25	20	2.125	2.375	17.5	22.5
#FFFFFF	2.25	25	2.125	2.375	22.5	27.5
#EEEEEE	0.5	10	0.375	0.625	7.5	12.5
#FFFFFF	-0.5	10	-0.625	-0.375	7.5	12.5
#CFCFCF	-1	15	-1.125	-0.875	12.5	17.5
#FFFFFF	-2	20	-2.125	-1.875	17.5	22.5
#FFFFFF	1.25	25	1.125	1.375	22.5	27.5
#FFFFFF	-1.25	25	-1.375	-1.125	22.5	27.5
#E4E4E4	-1.5	25	-1.625	-1.375	22.5	27.5
#E4E4E4	-2.25	10	-2.375	-2.125	7.5	12.5
#FFFFFF	-2.75	25	-2.875	-2.625	22.5	27.5
#FFFFFF	5.25	5	5.125	5.375	2.5	7.5
#EEEEEE	-1.5	20	-1.625	-1.375	17.5	22.5
